Sentence #,Word,POS,NER_Tag,RefExp_Tag
,figure,VERB,O,O
,out,ADP,O,O
,how,ADV,O,O
,something,PRON,O,O
,is,AUX,O,O
,happening,VERB,O,O
,.,PUNCT,O,O
Sentence: 2156,that,DET,O,O
,is,AUX,O,O
,a,DET,O,O
,felony,PROPN,B-crime,O
,crime,PROPN,I-crime,O
,.,PUNCT,O,O
Sentence: 2157,and,CCONJ,O,O
,then,ADV,O,O
,the,DET,O,O
,local,PROPN,B-crime,O
,crime,PROPN,I-crime,O
,is,AUX,O,O
,a,DET,O,O
,breaking,NOUN,B-crime,O
,law,NOUN,I-crime,O
,.,PUNCT,O,O
Sentence: 2158,can,VERB,O,O
,we,PRON,O,O
,just,ADV,O,O
,look,VERB,O,O
,at,ADP,O,O
,what,PRON,O,O
,is,AUX,O,O
,the,DET,O,O
,Lincoln,PROPN,B-neighborhood,O
,Park,PROPN,I-neighborhood,O
,and,CCONJ,O,O
,UIC,PROPN,B-neighborhood,O
,?,PUNCT,O,O
Sentence: 2159,just,ADV,O,O
,to,PART,O,O
,narrow,VERB,O,O
,it,PRON,O,O
,down,ADP,O,O
,,PUNCT,O,O
,it,PRON,O,O
,seems,VERB,O,O
,like,SCONJ,O,O
,most,ADV,O,O
,important,ADJ,O,O
,gangster,NOUN,B-crime,O
,.,PUNCT,O,O
Sentence: 2160,how,ADV,O,O
,many,ADJ,O,O
,legal,NUM,B-crime,O
,irresponsibility,NUM,I-crime,O
,are,AUX,O,O
,expected,VERB,O,O
,for,ADP,O,O
,a,DET,O,O
,time,NOUN,B-time,O
,to,PART,O,O
,fall,VERB,O,O
,in,ADP,O,O
,over,ADP,O,O
,it,PRON,O,O
,?,PUNCT,O,O
Sentence: 2161,it,PRON,O,O
,is,AUX,O,O
,like,SCONJ,O,O
,a,DET,O,O
,regular,ADJ,O,O
,reaction,NOUN,O,O
,.,PUNCT,O,O
Sentence: 2162,let,VERB,O,O
,us,PRON,O,O
,see,VERB,O,O
,.,PUNCT,O,O
Sentence: 2163,so,CCONJ,O,O
,that,DET,O,O
,is,AUX,O,O
,290,NUM,O,O
,?,PUNCT,O,O
Sentence: 2164,one,NUM,O,O
,more,ADJ,O,O
,request,NOUN,O,O
,for,ADP,O,O
,you,PRON,O,O
,when,ADV,O,O
,you,PRON,O,O
,get,VERB,O,O
,the,DET,O,O
,chance,NOUN,O,O
,.,PUNCT,O,O
Sentence: 2165,could,VERB,O,O
,you,PRON,O,O
,bring,VERB,O,O
,your,DET,O,O
,one,NOUN,O,O
,to,ADP,O,O
,your,DET,O,O
,retail,NOUN,B-location,O
,store,NOUN,I-location,O
,?,PUNCT,O,O
Sentence: 2166,yeah,INTJ,O,O
,,PUNCT,O,O
,perfect,ADJ,O,O
,.,PUNCT,O,O
Sentence: 2167,why,ADV,O,O
,is,AUX,O,O
,it,PRON,O,O
,often,ADV,O,O
,year,NOUN,B-year,O
,to,PART,O,O
,month,NOUN,B-month,O
,for,ADP,O,O
,a,DET,O,O
,lot,NOUN,O,O
,of,ADP,O,O
,violence,NOUN,O,O
,?,PUNCT,O,O
Sentence: 2168,i,PRON,O,O
,do,AUX,O,O
,not,PART,O,O
,understand,VERB,O,O
,.,PUNCT,O,O
Sentence: 2169,you,PRON,O,O
,would,VERB,O,O
,think,VERB,O,O
,everyone,PRON,O,O
,likes,VERB,O,O
,it,PRON,O,O
,,PUNCT,O,O
,but,CCONJ,O,O
,they,PRON,O,O
,would,VERB,O,O
,not,PART,O,O
,be,AUX,O,O
,able,ADJ,O,O
,to,PART,O,O
,move,VERB,O,O
,around,ADV,O,O
,and,CCONJ,O,O
,kill,VERB,O,O
,each,DET,O,O
,other,ADJ,O,O
,.,PUNCT,O,O
Sentence: 2170,so,CCONJ,O,O
,can,VERB,O,O
,we,PRON,O,O
,filter,VERB,O,O
,the,DET,O,O
,map,NOUN,O,O
,in,ADP,O,O
,day,NOUN,B-day,O
,of,ADP,O,O
,june,PROPN,B-month,O
,and,CCONJ,O,O
,august,PROPN,B-month,O
,?,PUNCT,O,O
Sentence: 2171,or,CCONJ,O,O
,not,PART,O,O
,maps,NOUN,O,O
,,PUNCT,O,O
,but,CCONJ,O,O
,filter,NOUN,O,O
,.,PUNCT,O,O
Sentence: 2172,so,ADV,O,O
,just,ADV,O,O
,describe,VERB,O,O
,this,DET,O,O
,chart,NOUN,O,O
,so,SCONJ,O,O
,we,PRON,O,O
,have,AUX,O,O
,a,DET,O,O
,tree,NOUN,B-visualization,O
,map,NOUN,I-visualization,O
,with,ADP,O,O
,many,ADJ,O,O
,criminal,NOUN,B-crime,O
,irresponsibility,NOUN,I-crime,O
,collected,VERB,O,O
,by,ADP,O,O
,time,NOUN,B-time,O
,.,PUNCT,O,O
Sentence: 2173,it,PRON,O,O
,is,AUX,O,O
,the,DET,O,O
,time,NOUN,B-time,O
,.,PUNCT,O,O
Sentence: 2174,what,PRON,O,O
,map,NOUN,O,O
,is,AUX,O,O
,this,DET,O,O
,?,PUNCT,O,O
Sentence: 2175,what,PRON,O,O
,is,AUX,O,O
,difference,NOUN,O,O
,between,ADP,O,O
,4,NUM,O,O
,and,CCONJ,O,O
,3,NUM,O,O
,and,CCONJ,O,O
,3,NUM,O,O
,?,PUNCT,O,O
Sentence: 2176,i,PRON,O,O
,do,AUX,O,O
,not,PART,O,O
,know,VERB,O,O
,what,PRON,O,O
,i,PRON,O,O
,expected,VERB,O,O
,to,PART,O,O
,get,AUX,O,O
,.,PUNCT,O,O
Sentence: 2177,can,VERB,O,O
,we,PRON,O,O
,start,VERB,O,O
,with,ADP,O,O
,the,PROPN,B-year,O
,year,PROPN,I-year,O
,when,ADV,O,O
,we,PRON,O,O
,can,VERB,O,O
,go,VERB,O,O
,to,ADP,O,O
,work,VERB,O,O
,for,ADP,O,O
,that,DET,O,O
,year,ADP,B-month,O
,for,ADP,I-month,O
,june,ADP,I-month,O
,july,ADP,I-month,O
,and,ADP,I-month,O
,august,ADP,I-month,O
,?,PUNCT,O,O
Sentence: 2178,that,DET,O,O
,is,AUX,O,O
,a,DET,O,O
,general,ADJ,O,O
,request,NOUN,O,O
Sentence: 2179,so,CCONJ,O,O
,here,ADV,O,O
,is,AUX,O,O
,a,DET,O,O
,map,NOUN,O,O
,.,PUNCT,O,O
Sentence: 2180,it,PRON,O,O
,is,AUX,O,O
,only,ADV,O,O
,for,ADP,O,O
,the,DET,O,O
,overall,ADJ,O,O
,serious,NOUN,B-crime,O
,crime,NOUN,I-crime,O
,for,ADP,O,O
,the,DET,O,O
,6,PROPN,B-interval,O
,pm,PROPN,I-interval,O
,and,PROPN,I-interval,O
,midnight,PROPN,I-interval,O
,of,ADP,O,O
,june,PROPN,B-month,O
,july,PROPN,I-month,O
,and,CCONJ,O,O
,august,PROPN,B-month,O
,,PUNCT,O,O
,and,CCONJ,O,O
,it,PRON,O,O
,is,AUX,O,O
,almost,ADV,O,O
,identical,ADJ,O,O
,to,ADP,O,O
,the,DET,O,O
,total,ADJ,O,O
,sum,NOUN,O,O
,of,ADP,O,O
,total,ADJ,O,O
,aggregate,ADJ,O,O
,data,NOUN,O,O
,.,PUNCT,O,O
Sentence: 2181,so,ADV,O,O
,11,NUM,B-time,O
,pm,NUM,I-time,O
,is,AUX,O,O
,very,ADV,O,O
,popular,ADJ,O,O
,for,ADP,O,O
,5,NUM,B-time,O
,pm,NUM,I-time,O
,.,PUNCT,O,O
Sentence: 2182,can,VERB,O,O
,you,PRON,O,O
,see,VERB,O,O
,crime,NOUN,B-crime,O
,at,ADP,O,O
,12,NUM,O,O
,12,NUM,B-time,O
,pm,NUM,I-time,O
,?,PUNCT,O,O
Sentence: 2183,at,ADP,O,O
,least,ADJ,O,O
,you,PRON,O,O
,start,VERB,O,O
,?,PUNCT,O,O
Sentence: 2184,can,VERB,O,O
,we,PRON,O,O
,just,ADV,O,O
,look,VERB,O,O
,at,ADP,O,O
,all,DET,O,O
,the,DET,O,O
,criminal,PROPN,B-crime,O
,offender,PROPN,I-crime,O
,that,DET,O,O
,occur,VERB,O,O
,at,ADP,O,O
,12,NUM,O,O
,12,NUM,B-time,O
,am,NUM,I-time,O
,?,PUNCT,O,O
Sentence: 2185,i,PRON,O,O
,have,AUX,O,O
,a,DET,O,O
,request,NOUN,O,O
,.,PUNCT,O,O
Sentence: 2186,so,ADV,O,O
,about,ADP,O,O
,another,DET,O,O
,bar,PROPN,B-visualization,O
,chart,PROPN,I-visualization,O
,showing,VERB,O,O
,the,DET,O,O
,number,NOUN,O,O
,of,ADP,O,O
,crimes,NOUN,O,O
,where,ADV,O,O
,the,DET,O,O
,legal,PROPN,B-crime,O
,criminal,PROPN,I-crime,O
,on,ADP,O,O
,the,DET,O,O
,x,NOUN,O,O
,-,NOUN,O,O
,axis,NOUN,O,O
,of,ADP,O,O
,july,PROPN,B-month,O
,july,PROPN,I-month,O
,on,ADP,O,O
,july,PROPN,B-month,O
,11,NUM,O,O
,5,NUM,B-time,O
,am,NUM,I-time,O
,.,PUNCT,O,O
Sentence: 2187,with,ADP,O,O
,extremely,ADV,O,O
,significant,ADJ,O,O
,public,NOUN,B-crime,O
,indecency,NOUN,I-crime,O
,is,AUX,O,O
,the,DET,O,O
,biggest,ADJ,O,O
,one,NUM,O,O
,?,PUNCT,O,O
Sentence: 2188,all,ADV,O,O
,right,ADV,O,O
,,PUNCT,O,O
,let,VERB,O,O
,us,PRON,O,O
,see,VERB,O,O
,how,ADV,O,O
,to,ADP,O,O
,today,NOUN,O,O
,have,AUX,O,O
,12,NUM,O,O
,3,NUM,B-time,O
,pm,NUM,I-time,O
,to,PART,O,O
,block,VERB,O,O
,12,NUM,O,O
,and,CCONJ,O,O
,the,DET,O,O
,illegal,PROPN,B-crime,O
,action,PROPN,I-crime,O
,in,ADP,O,O
,the,DET,O,O
,next,ADJ,O,O
,month,NOUN,B-month,O
,.,PUNCT,O,O
Sentence: 2189,okay,INTJ,O,O
,,PUNCT,O,O
,obviously,ADV,O,O
,they,PRON,O,O
,need,VERB,O,O
,to,PART,O,O
,stop,VERB,O,O
,people,NOUN,O,O
,from,ADP,O,O
,stealing,VERB,O,O
,.,PUNCT,O,O
Sentence: 2190,can,VERB,O,O
,we,PRON,O,O
,focus,VERB,O,O
,on,ADP,O,O
,being,AUX,O,O
,on,ADP,O,O
,the,DET,O,O
,chain,NOUN,O,O
,and,CCONJ,O,O
,Lincoln,NOUN,B-neighborhood,O
,Park,NOUN,I-neighborhood,O
,for,ADP,O,O
,this,DET,O,O
,data,NOUN,O,O
,?,PUNCT,O,O
,as,SCONJ,O,O
,a,DET,O,O
,map,NOUN,O,O
,like,SCONJ,O,O
,this,DET,O,O
,,PUNCT,O,O
,but,CCONJ,O,O
,just,ADV,O,O
,of,ADP,O,O
,the,DET,O,O
,criminal,X,B-crime,O
,abortion,X,I-crime,O
,?,PUNCT,O,O
Sentence: 2191,all,ADV,O,O
,right,ADV,O,O
,,PUNCT,O,O
,a,DET,O,O
,criminal,PROPN,B-crime,O
,illegality,PROPN,I-crime,O
,and,CCONJ,O,O
,Loop,NOUN,B-neighborhood,O
,.,PUNCT,O,O
Sentence: 2192,i,PRON,O,O
,do,AUX,O,O
,not,PART,O,O
,know,VERB,O,O
,how,ADV,O,O
,the,DET,O,O
,breach,NOUN,B-crime,O
,of,NOUN,I-crime,O
,the,NOUN,I-crime,O
,peace,NOUN,I-crime,O
,is,AUX,O,O
,stealing,VERB,O,O
,,PUNCT,O,O
,but,CCONJ,O,O
,they,PRON,O,O
,prevent,VERB,O,O
,people,NOUN,O,O
,.,PUNCT,O,O
Sentence: 2193,and,CCONJ,O,O
,in,ADP,O,O
,these,DET,O,O
,areas,NOUN,O,O
,.,PUNCT,O,O
Sentence: 2194,can,VERB,O,O
,i,PRON,O,O
,filter,VERB,O,O
,hotspots,NOUN,O,O
,in,ADP,O,O
,the,DET,O,O
,map,NOUN,O,O
,?,PUNCT,O,O
Sentence: 2195,so,CCONJ,O,O
,there,PRON,O,O
,is,AUX,O,O
,no,DET,O,O
,one,NOUN,O,O
,to,PART,O,O
,know,VERB,O,O
,about,ADP,O,O
,six,NUM,O,O
,like,INTJ,O,O
,in,ADP,O,O
,the,DET,O,O
,Lincoln,NOUN,B-neighborhood,O
,Park,NOUN,I-neighborhood,O
,,PUNCT,O,O
,and,CCONJ,O,O
,the,DET,O,O
,two,NUM,O,O
,...,PUNCT,O,O
,UUNNKK,PROPN,O,O
,UUNNKK,PROPN,O,O
,exactly,ADV,O,O
,six,NUM,O,O
,as,ADV,O,O
,dark,ADJ,O,O
,red,NOUN,O,O
,.,PUNCT,O,O
Sentence: 2196,then,ADV,O,O
,can,VERB,O,O
,we,PRON,O,O
,get,AUX,O,O
,the,DET,O,O
,criminal,NOUN,B-crime,O
,irresponsibility,NOUN,I-crime,O
,?,PUNCT,O,O
Sentence: 2197,so,CCONJ,O,O
,we,PRON,O,O
,have,AUX,O,O
,this,DET,O,O
,map,NOUN,O,O
,,PUNCT,O,O
,but,CCONJ,O,O
,filter,NOUN,O,O
,that,DET,O,O
,you,PRON,O,O
,are,AUX,O,O
,so,ADV,O,O
,good,ADJ,O,O
,at,ADP,O,O
,this,DET,O,O
,.,PUNCT,O,O
Sentence: 2198,a,DET,O,O
,legal,ADJ,B-crime,O
,offender,ADJ,I-crime,O
,from,ADP,O,O
,2010,NUM,B-year,O
,to,ADP,O,O
,2014,NUM,B-year,O
,for,ADP,O,O
,june,PROPN,B-month,O
,july,PROPN,I-month,O
,august,PROPN,B-month,O
,for,ADP,O,O
,1,NUM,O,O
,june,PROPN,B-month,O
,12,NUM,O,O
,.,PUNCT,O,O
Sentence: 2199,so,CCONJ,O,O
,it,PRON,O,O
,is,AUX,O,O
,just,ADV,O,O
,that,SCONJ,O,O
,you,PRON,O,O
,are,AUX,O,O
,going,VERB,O,O
,to,PART,O,O
,sell,VERB,O,O
,something,PRON,O,O
,when,ADV,O,O
,something,PRON,O,O
,really,ADV,O,O
,is,AUX,O,O
,different,ADJ,O,O
,?,PUNCT,O,O
Sentence: 2200,is,AUX,O,O
,it,PRON,O,O
,really,ADV,O,O
,necessary,ADJ,O,O
,to,PART,O,O
,get,AUX,O,O
,5,NUM,B-time,O
,am,NUM,I-time,O
,to,PART,O,O
,six,NUM,O,O
,prime,ADJ,O,O
,eight,NUM,O,O
,hours,NOUN,O,O
,?,PUNCT,O,O
Sentence: 2201,did,AUX,O,O
,he,PRON,O,O
,get,AUX,O,O
,this,DET,O,O
,residence,NOUN,B-location,O
,?,PUNCT,O,O
Sentence: 2202,to,ADP,O,O
,this,DET,O,O
,sidewalk,NOUN,B-location,O
,?,PUNCT,O,O
Sentence: 2203,so,ADV,O,O
,this,DET,O,O
,is,AUX,O,O
,just,ADV,O,O
,another,DET,O,O
,heat,X,B-visualization,O
,map,X,I-visualization,O
,,PUNCT,O,O
,which,DET,O,O
,is,AUX,O,O
,seen,VERB,O,O
,by,ADP,O,O
,illegal,PROPN,B-crime,O
,criminal,PROPN,I-crime,O
,for,ADP,O,O
,the,DET,O,O
,time,NOUN,B-time,O
,of,NOUN,I-time,O
,the,NOUN,I-time,O
,month,NOUN,I-time,O
,of,ADP,O,O
,september,PROPN,B-month,O
,july,PROPN,I-month,O
,august,PROPN,B-month,O
,august,PROPN,I-month,O
,12,NUM,O,O
,midnight,NOUN,B-time,O
,for,ADP,O,O
,the,DET,O,O
,hot,ADJ,O,O
,places,NOUN,B-location,O
,i,PRON,O,O
,asked,VERB,O,O
,.,PUNCT,O,O
Sentence: 2204,did,AUX,O,O
,i,PRON,O,O
,think,VERB,O,O
,i,PRON,O,O
,did,AUX,O,O
,not,PART,O,O
,ask,VERB,O,O
,the,DET,O,O
,month,NOUN,B-month,O
,for,ADP,O,O
,time,NOUN,B-time,O
,?,PUNCT,O,O
Sentence: 2205,do,AUX,O,O
,we,PRON,O,O
,see,VERB,O,O
,between,ADP,O,O
,6,NUM,B-interval,O
,pm,NUM,I-interval,O
,and,NUM,I-interval,O
,midnight,NUM,I-interval,O
,4,NUM,I-interval,O
,am,NUM,I-interval,O
,?,PUNCT,O,O
Sentence: 2206,maybe,ADV,O,O
,try,VERB,O,O
,and,CCONJ,O,O
,just,ADV,O,O
,repeat,VERB,O,O
,it,PRON,O,O
,if,SCONJ,O,O
,you,PRON,O,O
,do,AUX,O,O
,not,PART,O,O
,.,PUNCT,O,O
Sentence: 2207,that,DET,O,O
,would,VERB,O,O
,be,AUX,O,O
,a,DET,O,O
,great,ADJ,O,O
,visualisation,NOUN,B-visualization,O
,when,ADV,O,O
,you,PRON,O,O
,look,VERB,O,O
,like,SCONJ,O,O
,the,DET,O,O
,criminal,NOUN,B-crime,O
,act,NOUN,I-crime,O
,as,SCONJ,O,O
,if,SCONJ,O,O
,the,DET,O,O
,time,NOUN,B-time,O
,,PUNCT,O,O
,or,CCONJ,O,O
,something,PRON,O,O
,i,PRON,O,O
,do,AUX,O,O
,not,PART,O,O
,know,VERB,O,O
,.,PUNCT,O,O
Sentence: 2208,major,PROPN,B-crime,O
,crime,PROPN,I-crime,O
,does,AUX,O,O
,not,PART,O,O
,take,VERB,O,O
,a,DET,O,O
,vacation,NOUN,O,O
,.,PUNCT,O,O
Sentence: 2209,okay,INTJ,O,O
,,PUNCT,O,O
,i,PRON,O,O
,have,AUX,O,O
,a,DET,O,O
,new,ADJ,O,O
,request,NOUN,O,O
,.,PUNCT,O,O
Sentence: 2210,can,VERB,O,O
,we,PRON,O,O
,look,VERB,O,O
,at,ADP,O,O
,the,DET,O,O
,city,NOUN,B-unk,O
,map,NOUN,I-unk,O
,?,PUNCT,O,O
,is,AUX,O,O
,a,DET,O,O
,beautiful,ADJ,O,O
,restaurant,NOUN,B-location,O
,like,SCONJ,O,O
,this,DET,O,O
,,PUNCT,O,O
,but,CCONJ,O,O
,just,ADV,O,O
,stealing,VERB,O,O
,?,PUNCT,O,O
Sentence: 2211,and,CCONJ,O,O
,when,ADV,O,O
,you,PRON,O,O
,have,AUX,O,O
,month,NOUN,B-month,O
,of,ADP,O,O
,a,DET,O,O
,chart,NOUN,O,O
,?,PUNCT,O,O
,a,DET,O,O
,temporal,ADJ,O,O
,chart,NOUN,B-unk,O
,display,NOUN,I-unk,O
,that,SCONJ,O,O
,the,DET,O,O
,numbers,NOUN,O,O
,are,AUX,O,O
,still,ADV,O,O
,calculated,VERB,O,O
,as,SCONJ,O,O
,a,DET,O,O
,clear,ADJ,O,O
,calculation,NOUN,O,O
,of,ADP,O,O
,total,ADJ,O,O
,speed,NOUN,O,O
,of,ADP,O,O
,stalking,NOUN,B-crime,O
,?,PUNCT,O,O
Sentence: 2212,i,PRON,O,O
,like,VERB,O,O
,it,PRON,O,O
,.,PUNCT,O,O
Sentence: 2213,i,PRON,O,O
,am,AUX,O,O
,sure,ADJ,O,O
,it,PRON,O,O
,would,VERB,O,O
,be,AUX,O,O
,done,VERB,O,O
,.,PUNCT,O,O
Sentence: 2214,ok,INTJ,O,O
,,PUNCT,O,O
,so,ADV,O,O
,we,PRON,O,O
,have,AUX,O,O
,two,NUM,O,O
,rows,NOUN,O,O
,of,ADP,O,O
,rows,NOUN,O,O
,that,DET,O,O
,are,AUX,O,O
,both,DET,O,O
,like,SCONJ,O,O
,temporal,ADJ,O,O
,year,NOUN,B-year,O
,.,PUNCT,O,O
Sentence: 2215,both,DET,O,O
,are,AUX,O,O
,the,DET,O,O
,number,NOUN,O,O
,of,ADP,O,O
,deceptive,NOUN,B-crime,O
,practices,NOUN,I-crime,O
,in,ADP,O,O
,2014,NUM,B-year,O
,.,PUNCT,O,O
Sentence: 2216,that,DET,O,O
,is,AUX,O,O
,a,DET,O,O
,great,ADJ,O,O
,felon,NOUN,B-crime,O
,if,SCONJ,O,O
,it,PRON,O,O
,is,AUX,O,O
,like,SCONJ,O,O
,a,DET,O,O
,unlawfulness,NOUN,B-crime,O
,was,AUX,O,O
,completely,ADV,O,O
,blown,VERB,O,O
,away,ADV,O,O
,.,PUNCT,O,O
Sentence: 2217,could,VERB,O,O
,i,PRON,O,O
,see,VERB,O,O
,the,DET,O,O
,weather,NOUN,O,O
,of,ADP,O,O
,the,DET,O,O
,weather,NOUN,O,O
,?,PUNCT,O,O
Sentence: 2218,what,DET,O,O
,temperature,NOUN,O,O
,ends,VERB,O,O
,the,DET,O,O
,last,ADJ,O,O
,ten,NUM,O,O
,day,NOUN,B-day,O
,?,PUNCT,O,O
Sentence: 2219,june,PROPN,B-month,O
,july,PROPN,I-month,O
,,PUNCT,O,O
,good,ADJ,O,O
,to,ADP,O,O
,this,DET,O,O
,.,PUNCT,O,O
Sentence: 2220,can,VERB,O,O
,we,PRON,O,O
,go,VERB,O,O
,back,ADV,O,O
,to,ADP,O,O
,the,DET,O,O
,map,NOUN,O,O
,showing,VERB,O,O
,all,DET,O,O
,the,DET,O,O
,illegal,PROPN,B-crime,O
,offender,PROPN,I-crime,O
,for,ADP,O,O
,the,DET,O,O
,whole,ADJ,O,O
,year,NOUN,B-year,O
,?,PUNCT,O,O
Sentence: 2221,i,PRON,O,O
,think,VERB,O,O
,it,PRON,O,O
,is,AUX,O,O
,like,SCONJ,O,O
,this,DET,O,O
,one,NOUN,O,O
,is,AUX,O,O
,right,ADV,O,O
,there,ADV,O,O
,,PUNCT,O,O
,or,CCONJ,O,O
,maybe,ADV,O,O
,that,DET,O,O
,is,AUX,O,O
,the,DET,O,O
,one,NOUN,O,O
,i,PRON,O,O
,do,AUX,O,O
,not,PART,O,O
,remember,VERB,O,O
,.,PUNCT,O,O
Sentence: 2222,did,AUX,O,O
,you,PRON,O,O
,show,VERB,O,O
,me,PRON,O,O
,the,DET,O,O
,number,NOUN,O,O
,of,ADP,O,O
,crimes,NOUN,O,O
,such,ADJ,O,O
,as,SCONJ,O,O
,the,DET,O,O
,aggregate,ADJ,O,O
,number,NOUN,O,O
,of,ADP,O,O
,a,DET,O,O
,homicide,NOUN,B-crime,O
,card,NOUN,I-crime,O
,?,PUNCT,O,O
Sentence: 2223,to,PART,O,O
,be,AUX,O,O
,honest,ADJ,O,O
,for,ADP,O,O
,me,PRON,O,O
,in,ADP,O,O
,a,DET,O,O
,baddoing,NOUN,B-crime,O
,i,PRON,O,O
,was,AUX,O,O
,really,ADV,O,O
,hoping,VERB,O,O
,there,PRON,O,O
,would,VERB,O,O
,be,AUX,O,O
,a,DET,O,O
,lot,NOUN,O,O
,of,ADP,O,O
,arson,NOUN,B-crime,O
,and,CCONJ,O,O
,drugs,NOUN,O,O
,,PUNCT,O,O
,but,CCONJ,O,O
,it,PRON,O,O
,is,AUX,O,O
,good,ADJ,O,O
,.,PUNCT,O,O
Sentence: 2224,so,ADV,O,O
,the,DET,O,O
,number,NOUN,O,O
,of,ADP,O,O
,motor,NOUN,B-crime,O
,vehicle,NOUN,I-crime,O
,theft,NOUN,I-crime,O
,for,ADP,O,O
,2014,NUM,B-year,O
,?,PUNCT,O,O
Sentence: 2225,can,VERB,O,O
,i,PRON,O,O
,touch,VERB,O,O
,the,DET,O,O
,wall,NOUN,O,O
,?,PUNCT,O,O
Sentence: 2226,is,AUX,O,O
,it,PRON,O,O
,okay,ADJ,O,O
,?,PUNCT,O,O
Sentence: 2227,i,PRON,O,O
,feel,VERB,O,O
,like,SCONJ,O,O
,i,PRON,O,O
,am,AUX,O,O
,in,ADP,O,O
,the,DET,O,O
,middle,NOUN,O,O
,of,ADP,O,O
,a,DET,O,O
,center,NOUN,O,O
,now,ADV,O,O
,,PUNCT,O,O
,like,SCONJ,O,O
,a,DET,O,O
,minority,NOUN,O,O
,?,PUNCT,O,O
Sentence: 2228,and,CCONJ,O,O
,when,ADV,O,O
,you,PRON,O,O
,are,AUX,O,O
,giving,VERB,O,O
,us,PRON,O,O
,a,DET,O,O
,map,NOUN,O,O
,,PUNCT,O,O
,are,AUX,O,O
,we,PRON,O,O
,going,VERB,O,O
,to,PART,O,O
,get,AUX,O,O
,the,DET,O,O
,map,NOUN,O,O
,of,ADP,O,O
,the,DET,O,O
,breach,NOUN,B-crime,O
,of,NOUN,I-crime,O
,the,NOUN,I-crime,O
,peace,NOUN,I-crime,O
,?,PUNCT,O,O
Sentence: 2229,so,CCONJ,O,O
,it,PRON,O,O
,is,AUX,O,O
,noncriminal,NOUN,B-crime,O
,offense,NOUN,I-crime,O
,a,DET,O,O
,alcohol,NOUN,B-crime,O
,intoxication,NOUN,I-crime,O
,.,PUNCT,O,O
Sentence: 2230,and,CCONJ,O,O
,when,ADV,O,O
,you,PRON,O,O
,have,AUX,O,O
,a,DET,O,O
,chance,NOUN,O,O
,to,PART,O,O
,get,AUX,O,O
,a,DET,O,O
,cta,NOUN,B-location,O
,train,NOUN,I-location,O
,map,NOUN,I-location,O
,where,ADV,O,O
,you,PRON,O,O
,are,AUX,O,O
,going,VERB,O,O
,to,PART,O,O
,get,AUX,O,O
,a,DET,O,O
,picture,NOUN,O,O
,of,ADP,O,O
,the,DET,O,O
,breach,NOUN,B-crime,O
,of,NOUN,I-crime,O
,the,NOUN,I-crime,O
,peace,NOUN,I-crime,O
,,PUNCT,O,O
,i,PRON,O,O
,do,AUX,O,O
,not,PART,O,O
,have,AUX,O,O
,a,DET,O,O
,chance,NOUN,O,O
,to,PART,O,O
,get,AUX,O,O
,a,DET,O,O
,report,NOUN,O,O
,?,PUNCT,O,O
Sentence: 2231,interference,PROPN,B-crime,O
